Date,Gold,VIX,Dollar_Index,SP500,US10Y,Gold_Return,VIX_Return,Dollar_Index_Return,SP500_Return,US10Y_Change,US10Y_Return
2000-09-05,275.79998779296875,19.81999969482422,112.41000366210938,1507.0799560546875,5.683000087738037,-0.004332174032603775,0.1306331385328039,0.008885348316582276,-0.009002060338342388,0.007999897003173828,-0.007999897003173828
2000-09-06,274.20001220703125,20.790000915527344,114.12000274658205,1492.25,5.711999893188477,-0.005801217029561823,0.04894052652061487,0.015212161095668364,-0.009840191952064758,0.028999805450439453,-0.028999805450439453
2000-09-07,274.0,19.420000076293945,113.6500015258789,1502.510009765625,5.749000072479248,-0.0007294390887198077,-0.06589710336232801,-0.004118482381628041,0.006875530082509629,0.037000179290771484,-0.037000179290771484
2000-09-08,273.29998779296875,18.459999084472656,114.33999633789062,1494.5,5.723999977111816,-0.0025547890767564363,-0.04943362451337807,0.006071225717094286,-0.0053310857921502475,-0.02500009536743164,0.02500009536743164
2000-09-11,273.1000061035156,18.399999618530273,115.37000274658205,1489.260009765625,5.757999897003174,-0.0007317295952630198,-0.0032502420865692105,0.009008277432925649,-0.0035061828266143014,0.03399991989135742,-0.03399991989135742
2000-09-12,272.8999938964844,18.59000015258789,115.16999816894533,1481.989990234375,5.769999980926514,-0.0007323771606048135,0.010326116195473745,-0.0017335925533090712,-0.00488163214185422,0.012000083923339844,-0.012000083923339844
2000-09-13,272.79998779296875,18.31999969482422,115.33999633789062,1484.9100341796875,5.728000164031982,-0.0003664569650139171,-0.014523962105835952,0.0014760629647307955,0.001970353352285903,-0.04199981689453125,0.04199981689453125
2000-09-14,272.3999938964844,18.260000228881836,115.16000366210938,1480.8699951171875,5.77400016784668,-0.0014662533518438048,-0.0032750800732455065,-0.0015605399817593124,-0.002720729855348991,0.046000003814697266,-0.046000003814697266
2000-09-15,272.29998779296875,18.520000457763672,115.94000244140624,1465.81005859375,5.833000183105469,-0.00036712960997209443,0.014238785631042417,0.006773174318276842,-0.010169654711820741,0.05900001525878906,-0.05900001525878906
2000-09-18,271.3999938964844,20.25,116.0,1444.510009765625,5.870999813079834,-0.0033051558458704333,0.09341249997167811,0.0005174879880140981,-0.014531247553697058,0.037999629974365234,-0.037999629974365234
2000-09-19,271.8999938964844,19.540000915527344,116.11000061035156,1459.9000244140625,5.849999904632568,0.0018422992308197994,-0.035061683183834846,0.0009482811237204736,0.010654141919677285,-0.020999908447265625,0.020999908447265625
2000-09-20,269.0,19.93000030517578,116.41000366210938,1451.3399658203125,5.892000198364258,-0.010665663705709538,0.019959026170696115,0.002583783052112709,-0.005863455339817247,0.04200029373168945,-0.04200029373168945
2000-09-21,270.29998779296875,20.18000030517578,115.2699966430664,1449.050048828125,5.870999813079834,0.00483266837534857,0.012543903470742856,-0.009793033100075732,-0.0015777950350132075,-0.021000385284423828,0.021000385284423828
2000-09-22,271.79998779296875,20.739999771118164,113.55999755859376,1448.719970703125,5.828999996185303,0.005549389817763872,0.027750220885712995,-0.014834728327160929,-0.0002277893198147085,-0.04199981689453125,0.04199981689453125
2000-09-25,274.1000061035156,21.40999984741211,114.05999755859376,1439.030029296875,5.833000183105469,0.008462172236368248,0.03230472920385297,0.004402958882964159,-0.006688622785773424,0.004000186920166016,-0.004000186920166016
2000-09-26,273.8999938964844,21.8799991607666,113.16000366210938,1427.2099609375,5.798999786376953,-0.0007297052264775283,0.02195232679608372,-0.007890530560655584,-0.008213913621490154,-0.034000396728515625,0.034000396728515625
2000-09-27,278.3999938964844,21.670000076293945,113.11000061035156,1426.5699462890625,5.820000171661377,0.0164293541448588,-0.009597764740741366,-0.0004418791988299864,-0.0004484376272270163,0.021000385284423828,-0.021000385284423828
2000-09-28,275.6000061035156,19.469999313354492,113.30999755859376,1458.2900390625,5.811999797821045,-0.010057427637767291,-0.1015228774893342,0.0017681632672885694,0.02223521731685918,-0.008000373840332031,0.008000373840332031
2000-09-29,273.6000061035156,20.56999969482422,113.25,1436.510009765625,5.7779998779296875,-0.007256893888633598,0.05649719672641362,-0.0005294992488437122,-0.014935320624473891,-0.03399991989135742,0.03399991989135742
2000-10-02,273.1000061035156,21.229999542236328,113.79000091552734,1436.22998046875,5.820000171661377,-0.0018274853393490664,0.032085554555364215,0.004768220004656376,-0.00019493724023589287,0.04200029373168945,-0.04200029373168945
2000-10-03,271.6000061035156,21.850000381469727,114.22000122070312,1426.4599609375,5.867000102996826,-0.005492493469338999,0.02920399682533814,0.0037788935909666144,-0.006802545319421149,0.04699993133544922,-0.04699993133544922
2000-10-04,270.29998779296875,21.540000915527344,114.16999816894533,1434.3199462890625,5.892000198364258,-0.0047865179725047335,-0.014187618330903207,-0.00043777842079673057,0.005510133874628176,0.02500009536743164,-0.02500009536743164
2000-10-05,270.6000061035156,21.030000686645508,114.73999786376952,1436.280029296875,5.854000091552734,0.0011099457051277906,-0.02367688984238603,0.004992552368974668,0.001366559122937483,-0.03800010681152344,0.03800010681152344
2000-10-06,269.29998779296875,22.709999084472656,114.8499984741211,1408.989990234375,5.815999984741211,-0.004804206508589481,0.07988579852467548,0.00095869454766917,-0.01900050025471689,-0.03800010681152344,0.03800010681152344
2000-10-09,270.1000061035156,24.020000457763672,114.80999755859376,1402.030029296875,5.815999984741211,0.002970732814001842,0.057683902514408025,-0.00034828834182654145,-0.004939680896059673,0.0,-0.0
2000-10-10,272.3999938964844,24.86000061035156,114.36000061035156,1387.02001953125,5.795000076293945,0.008515319292837331,0.034970863304724986,-0.003919492708050476,-0.010705911750800823,-0.020999908447265625,0.020999908447265625
2000-10-11,270.5,26.56999969482422,114.48999786376952,1364.5899658203125,5.769999980926514,-0.006975014460559814,0.0687851585876722,0.0011367370822328304,-0.016171398678526572,-0.02500009536743164,0.02500009536743164
2000-10-12,276.3999938964844,30.510000228881836,114.88999938964844,1329.780029296875,5.715000152587891,0.02181143769495142,0.14828756414419986,0.003493768305899314,-0.025509447816078445,-0.05499982833862305,0.05499982833862305
2000-10-13,272.3999938964844,27.600000381469727,115.86000061035156,1374.1700439453125,5.715000152587891,-0.014471780348512042,-0.09537855868835432,0.008442869056108027,0.03338147187539642,0.0,-0.0
2000-10-16,271.5,26.790000915527344,116.38999938964844,1374.6199951171875,5.739999771118164,-0.00330394242529386,-0.029347806331416093,0.004574475889045804,0.00032743485703057296,0.024999618530273438,-0.024999618530273438
2000-10-17,271.1000061035156,27.84000015258789,115.88999938964844,1349.969970703125,5.664999961853027,-0.0014732740202002548,0.03919369918542892,-0.004295901732296659,-0.017932246367448723,-0.07499980926513672,0.07499980926513672
2000-10-18,270.29998779296875,28.719999313354492,117.33000183105467,1342.1300048828125,5.6570000648498535,-0.0029510080875519984,0.03160916508417477,0.012425597109243514,-0.005807511270957466,-0.007999897003173828,0.007999897003173828
2000-10-19,270.1000061035156,25.09000015258789,116.94000244140624,1388.760009765625,5.6519999504089355,-0.0007398509007935372,-0.12639273146078,-0.0033239528131091545,0.03474328471397525,-0.005000114440917969,0.005000114440917969
2000-10-20,271.20001220703125,24.239999771118164,117.16000366210938,1396.9300537109375,5.636000156402588,0.004072588221616158,-0.03387805405740718,0.0018813170524207834,0.005882977539575895,-0.015999794006347656,0.015999794006347656
2000-10-23,270.1000061035156,24.690000534057617,117.54000091552734,1395.780029296875,5.581999778747559,-0.004056069520660288,0.018564388085334338,0.0032434042466735757,-0.0008232512508464795,-0.0540003776550293,0.0540003776550293
2000-10-24,270.1000061035156,24.280000686645508,117.41999816894533,1398.1300048828125,5.623000144958496,0.0,-0.016605906785888913,-0.0010209524046903562,0.001683628893244249,0.0410003662109375,-0.0410003662109375
2000-10-25,266.20001220703125,26.649999618530273,118.48999786376952,1364.9000244140625,5.685999870300293,-0.014439073707350092,0.0976111558838757,0.009112584836568072,-0.023767446770113,0.06299972534179688,-0.06299972534179688
2000-10-26,264.8999938964844,28.6200008392334,118.5,1364.43994140625,5.672999858856201,-0.004883614766838629,0.07392124761357755,8.441333792563732e-05,-0.0003370818371917217,-0.013000011444091797,0.013000011444091797
2000-10-27,264.3999938964844,26.469999313354492,117.38999938964844,1379.5799560546875,5.710999965667725,-0.001887504762251524,-0.07512234321571376,-0.009367093758241074,0.011096138561315971,0.03800010681152344,-0.03800010681152344
2000-10-30,264.29998779296875,25.459999084472656,117.25,1398.6600341796875,5.728000164031982,-0.00037823791915359006,-0.03815641311226925,-0.0011926006506205455,0.013830353247205052,0.017000198364257812,-0.017000198364257812
2000-10-31,264.8999938964844,23.6299991607666,116.6500015258789,1429.4000244140625,5.756999969482422,0.0022701707575771835,-0.0718774544191606,-0.005117257775020034,0.021978171595075313,0.028999805450439453,-0.028999805450439453
2000-11-01,263.8999938964844,24.280000686645508,115.55999755859376,1421.219970703125,5.736000061035156,-0.003775009524502937,0.02750747139077836,-0.009344225915362103,-0.0057227183232284595,-0.020999908447265625,0.020999908447265625
2000-11-02,264.3999938964844,23.920000076293945,115.61000061035156,1428.3199462890625,5.739999771118164,0.0018946571108906518,-0.014827042840635962,0.00043270208388879183,0.004995690837657607,0.0039997100830078125,-0.0039997100830078125
2000-11-03,264.6000061035156,23.670000076293945,114.97000122070312,1426.68994140625,5.803999900817871,0.0007564758383071801,-0.010451504983386872,-0.005535847991260501,-0.0011412043128343763,0.06400012969970703,-0.06400012969970703
2000-11-06,264.5,24.520000457763672,115.69000244140624,1432.18994140625,5.855000019073486,-0.0003779520075918308,0.03591045115040026,0.00626251381280718,0.003855077294915743,0.051000118255615234,-0.051000118255615234
2000-11-07,264.29998779296875,24.90999984741211,115.5199966430664,1431.8699951171875,5.859000205993652,-0.0007561898186436711,0.01590535817159644,-0.0014694942929570631,-0.00022339654805025866,0.004000186920166016,-0.004000186920166016
2000-11-08,265.0,25.65999984741211,116.2300033569336,1409.280029296875,5.849999904632568,0.0026485517947869575,0.030108390389168127,0.006146180180916838,-0.015776548078628938,-0.009000301361083984,0.009000301361083984
2000-11-09,265.79998779296875,27.200000762939453,115.33999633789062,1400.1400146484375,5.808000087738037,0.0030188218602593686,0.06001562450058451,-0.007657291519727716,-0.006485591549181047,-0.04199981689453125,0.04199981689453125
2000-11-10,264.5,28.530000686645508,115.79000091552734,1365.97998046875,5.795000076293945,-0.004890849709072609,0.048897054647079496,0.0039015483953928065,-0.02439758440034645,-0.013000011444091797,0.013000011444091797
2000-11-13,264.29998779296875,29.059999465942383,115.6999969482422,1351.260009765625,5.761000156402588,-0.0007561898186436711,0.018576893324259824,-0.0007773034508463672,-0.010776124770198847,-0.03399991989135742,0.03399991989135742
2000-11-14,264.8999938964844,26.809999465942383,116.22000122070312,1382.949951171875,5.74399995803833,0.0022701707575771835,-0.07742601656400394,0.004494419068079569,0.023452141835934803,-0.017000198364257812,0.017000198364257812
2000-11-15,265.1000061035156,26.149999618530273,116.3499984741211,1389.81005859375,5.697999954223633,0.000755047986559898,-0.02461767476909238,0.00111854458830285,0.0049604885672558385,-0.046000003814697266,0.046000003814697266
2000-11-16,265.79998779296875,25.049999237060547,116.93000030517578,1372.3199462890625,5.669000148773193,0.0026404438828258048,-0.04206502476161611,0.004984974977749523,-0.01258453426534023,-0.028999805450439453,0.028999805450439453
2000-11-17,265.70001220703125,24.809999465942383,117.30999755859376,1367.719970703125,5.693999767303467,-0.0003761308898756477,-0.009580829478153974,0.0032497840795879807,-0.0033519702153833597,0.024999618530273438,-0.024999618530273438
2000-11-20,266.29998779296875,27.43000030517578,117.3499984741211,1342.6199951171875,5.664000034332275,0.0022580939344105655,0.10560261570460616,0.00034098471025334476,-0.018351691957114613,-0.029999732971191406,0.029999732971191406
2000-11-21,265.70001220703125,26.6200008392334,117.9499969482422,1347.3499755859375,5.659999847412109,-0.0022530064342471956,-0.029529692195794266,0.005112897161676733,0.003522948031424944,-0.004000186920166016,0.004000186920166016
2000-11-22,266.29998779296875,27.709999084472656,117.8499984741211,1322.3599853515625,5.5929999351501465,0.0022580939344105655,0.04094658943935059,-0.0008478039568325935,-0.01854751229242224,-0.06699991226196289,0.06699991226196289
2000-11-27,270.1000061035156,26.93000030517578,117.0999984741211,1348.969970703125,5.625999927520752,0.014269690141710312,-0.028148639663216346,-0.006364022144342174,0.020123102367233248,0.03299999237060547,-0.03299999237060547
2000-11-28,269.79998779296875,27.63999938964844,116.58000183105467,1336.0899658203125,5.589000225067139,-0.0011107675074686352,0.026364614794905927,-0.004440620408559082,-0.009548029357613563,-0.03699970245361328,0.03699970245361328
2000-11-29,266.3999938964844,27.489999771118164,116.61000061035156,1341.9300537109375,5.543000221252441,-0.01260190530139449,-0.005426903829326979,0.00025732354456775575,0.004371028927711018,-0.046000003814697266,0.046000003814697266
2000-11-30,270.1000061035156,29.649999618530273,115.23999786376952,1314.949951171875,5.439000129699707,0.013888935029289007,0.07857402202241826,-0.011748587080106954,-0.020105446229818358,-0.10400009155273438,0.10400009155273438
2000-12-01,268.70001220703125,27.479999542236328,114.7300033569336,1315.22998046875,5.513000011444092,-0.005183242742866967,-0.07318718732589014,-0.004425499100050412,0.00021295814082167297,0.07399988174438477,-0.07399988174438477
