Date,Gold,VIX,Dollar_Index,SP500,US10Y
2000-09-01,277.0,17.530000686645508,111.41999816894531,1520.77001953125,5.675000190734863
2000-09-05,275.79998779296875,19.81999969482422,112.41000366210938,1507.0799560546875,5.683000087738037
2000-09-06,274.20001220703125,20.790000915527344,114.12000274658203,1492.25,5.711999893188477
2000-09-07,274.0,19.420000076293945,113.6500015258789,1502.510009765625,5.749000072479248
2000-09-08,273.29998779296875,18.459999084472656,114.33999633789062,1494.5,5.723999977111816
2000-09-11,273.1000061035156,18.399999618530273,115.37000274658203,1489.260009765625,5.757999897003174
2000-09-12,272.8999938964844,18.59000015258789,115.16999816894531,1481.989990234375,5.769999980926514
2000-09-13,272.79998779296875,18.31999969482422,115.33999633789062,1484.9100341796875,5.728000164031982
2000-09-14,272.3999938964844,18.260000228881836,115.16000366210938,1480.8699951171875,5.77400016784668
2000-09-15,272.29998779296875,18.520000457763672,115.94000244140625,1465.81005859375,5.833000183105469
2000-09-18,271.3999938964844,20.25,116.0,1444.510009765625,5.870999813079834
2000-09-19,271.8999938964844,19.540000915527344,116.11000061035156,1459.9000244140625,5.849999904632568
2000-09-20,269.0,19.93000030517578,116.41000366210938,1451.3399658203125,5.892000198364258
2000-09-21,270.29998779296875,20.18000030517578,115.2699966430664,1449.050048828125,5.870999813079834
2000-09-22,271.79998779296875,20.739999771118164,113.55999755859375,1448.719970703125,5.828999996185303
2000-09-25,274.1000061035156,21.40999984741211,114.05999755859375,1439.030029296875,5.833000183105469
2000-09-26,273.8999938964844,21.8799991607666,113.16000366210938,1427.2099609375,5.798999786376953
2000-09-27,278.3999938964844,21.670000076293945,113.11000061035156,1426.5699462890625,5.820000171661377
2000-09-28,275.6000061035156,19.469999313354492,113.30999755859375,1458.2900390625,5.811999797821045
2000-09-29,273.6000061035156,20.56999969482422,113.25,1436.510009765625,5.7779998779296875
2000-10-02,273.1000061035156,21.229999542236328,113.79000091552734,1436.22998046875,5.820000171661377
2000-10-03,271.6000061035156,21.850000381469727,114.22000122070312,1426.4599609375,5.867000102996826
2000-10-04,270.29998779296875,21.540000915527344,114.16999816894531,1434.3199462890625,5.892000198364258
2000-10-05,270.6000061035156,21.030000686645508,114.73999786376953,1436.280029296875,5.854000091552734
2000-10-06,269.29998779296875,22.709999084472656,114.8499984741211,1408.989990234375,5.815999984741211
2000-10-09,270.1000061035156,24.020000457763672,114.80999755859375,1402.030029296875,5.815999984741211
2000-10-10,272.3999938964844,24.860000610351562,114.36000061035156,1387.02001953125,5.795000076293945
2000-10-11,270.5,26.56999969482422,114.48999786376953,1364.5899658203125,5.769999980926514
2000-10-12,276.3999938964844,30.510000228881836,114.88999938964844,1329.780029296875,5.715000152587891
2000-10-13,272.3999938964844,27.600000381469727,115.86000061035156,1374.1700439453125,5.715000152587891
2000-10-16,271.5,26.790000915527344,116.38999938964844,1374.6199951171875,5.739999771118164
2000-10-17,271.1000061035156,27.84000015258789,115.88999938964844,1349.969970703125,5.664999961853027
2000-10-18,270.29998779296875,28.719999313354492,117.33000183105469,1342.1300048828125,5.6570000648498535
2000-10-19,270.1000061035156,25.09000015258789,116.94000244140625,1388.760009765625,5.6519999504089355
2000-10-20,271.20001220703125,24.239999771118164,117.16000366210938,1396.9300537109375,5.636000156402588
2000-10-23,270.1000061035156,24.690000534057617,117.54000091552734,1395.780029296875,5.581999778747559
2000-10-24,270.1000061035156,24.280000686645508,117.41999816894531,1398.1300048828125,5.623000144958496
2000-10-25,266.20001220703125,26.649999618530273,118.48999786376953,1364.9000244140625,5.685999870300293
2000-10-26,264.8999938964844,28.6200008392334,118.5,1364.43994140625,5.672999858856201
2000-10-27,264.3999938964844,26.469999313354492,117.38999938964844,1379.5799560546875,5.710999965667725
2000-10-30,264.29998779296875,25.459999084472656,117.25,1398.6600341796875,5.728000164031982
2000-10-31,264.8999938964844,23.6299991607666,116.6500015258789,1429.4000244140625,5.756999969482422
2000-11-01,263.8999938964844,24.280000686645508,115.55999755859375,1421.219970703125,5.736000061035156
2000-11-02,264.3999938964844,23.920000076293945,115.61000061035156,1428.3199462890625,5.739999771118164
2000-11-03,264.6000061035156,23.670000076293945,114.97000122070312,1426.68994140625,5.803999900817871
2000-11-06,264.5,24.520000457763672,115.69000244140625,1432.18994140625,5.855000019073486
2000-11-07,264.29998779296875,24.90999984741211,115.5199966430664,1431.8699951171875,5.859000205993652
2000-11-08,265.0,25.65999984741211,116.2300033569336,1409.280029296875,5.849999904632568
2000-11-09,265.79998779296875,27.200000762939453,115.33999633789062,1400.1400146484375,5.808000087738037
2000-11-10,264.5,28.530000686645508,115.79000091552734,1365.97998046875,5.795000076293945
2000-11-13,264.29998779296875,29.059999465942383,115.69999694824219,1351.260009765625,5.761000156402588
